Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 08:20:16 AM PST,38,27.250,4.312,70,5,
Thu 11 Jan 2024 08:20:27 AM PST,44.666,27.437,4.312,70,5,
Thu 11 Jan 2024 08:20:37 AM PST,55.614,27.562,4.375,70,5,
Thu 11 Jan 2024 08:20:47 AM PST,66.488,27.687,4.312,70,5,
Thu 11 Jan 2024 08:20:57 AM PST,77.499,27.875,4.312,70,5,
Thu 11 Jan 2024 08:21:07 AM PST,88.447,28.062,4.375,70,5,
Thu 11 Jan 2024 08:21:17 AM PST,99.321,28.312,4.437,70,5,
Thu 11 Jan 2024 08:21:27 AM PST,99,28.500,4.375,70,5,
Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 08:23:00 AM PST,38,31.437,4.312,70,5,
Thu 11 Jan 2024 08:23:11 AM PST,44.666,31.875,4.375,70,5,
Thu 11 Jan 2024 08:23:21 AM PST,55.540,32.312,4.375,70,5,
Thu 11 Jan 2024 08:23:31 AM PST,66.477,32.750,4.375,70,5,
Thu 11 Jan 2024 08:23:41 AM PST,77.414,33.250,4.375,70,5,
Thu 11 Jan 2024 08:23:51 AM PST,88.351,33.750,4.375,70,5,
Thu 11 Jan 2024 08:24:01 AM PST,99.288,34.250,4.375,70,5,
Thu 11 Jan 2024 08:24:11 AM PST,99,34.875,4.375,70,5,
Thu 11 Jan 2024 08:24:21 AM PST,99,35.375,4.375,70,5,
Thu 11 Jan 2024 08:24:31 AM PST,99,35.875,4.375,70,5,
Thu 11 Jan 2024 08:24:41 AM PST,99,36.437,4.375,70,5,
Thu 11 Jan 2024 08:24:51 AM PST,99,37.000,4.375,70,5,
Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 08:25:36 AM PST,38,39.812,4.437,70,5,
Thu 11 Jan 2024 08:25:47 AM PST,44.520,40.500,4.375,70,5,
Thu 11 Jan 2024 08:25:57 AM PST,55.519,41.187,4.437,70,5,
Thu 11 Jan 2024 08:26:07 AM PST,66.384,41.875,4.375,70,5,
Thu 11 Jan 2024 08:26:17 AM PST,77.383,42.562,4.437,70,5,
Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 08:29:53 AM PST,38,58.187,4.375,70,5,
Thu 11 Jan 2024 08:30:04 AM PST,44.592,59.000,4.375,70,5,
Thu 11 Jan 2024 08:30:14 AM PST,55.529,59.750,4.375,70,5,
Thu 11 Jan 2024 08:30:24 AM PST,66.466,60.500,4.375,70,5,
Thu 11 Jan 2024 08:30:34 AM PST,77.403,61.250,4.375,70,5,
Thu 11 Jan 2024 08:30:44 AM PST,88.340,62.062,4.375,70,5,
Thu 11 Jan 2024 08:30:54 AM PST,99.277,62.812,4.375,70,5,
Thu 11 Jan 2024 08:31:04 AM PST,99,63.562,4.437,70,5,
Thu 11 Jan 2024 08:31:14 AM PST,99,64.312,4.437,70,5,
Thu 11 Jan 2024 08:31:24 AM PST,99,65.000,4.437,70,5,
Thu 11 Jan 2024 08:31:34 AM PST,99,65.750,4.375,70,5,
Thu 11 Jan 2024 08:31:44 AM PST,99,66.437,4.437,70,5,
Thu 11 Jan 2024 08:31:54 AM PST,99,67.125,4.375,70,5,
Thu 11 Jan 2024 08:32:04 AM PST,99,67.750,4.375,70,5,
Thu 11 Jan 2024 08:32:14 AM PST,99,68.312,4.375,70,5,
Thu 11 Jan 2024 08:32:24 AM PST,99,68.937,4.437,70,5,
Thu 11 Jan 2024 08:32:34 AM PST,99,69.500,4.437,70,5,
Thu 11 Jan 2024 08:32:44 AM PST,99,70.062,4.375,70,5,
Thu 11 Jan 2024 08:32:54 AM PST,99,70.562,4.375,70,5,
Thu 11 Jan 2024 08:33:04 AM PST,99,71.125,4.437,70,5,
Thu 11 Jan 2024 08:33:14 AM PST,99,71.625,4.375,70,5,
Thu 11 Jan 2024 08:33:24 AM PST,99,72.062,4.375,70,5,
Thu 11 Jan 2024 08:33:34 AM PST,99,72.500,4.437,70,5,
Thu 11 Jan 2024 08:33:44 AM PST,99,72.937,4.375,70,5,
Thu 11 Jan 2024 08:33:54 AM PST,99,73.375,4.375,70,5,
Thu 11 Jan 2024 08:34:04 AM PST,99,73.750,4.375,70,5,
Thu 11 Jan 2024 08:34:14 AM PST,99,74.125,4.375,70,5,
Thu 11 Jan 2024 08:34:24 AM PST,99,74.500,4.375,70,5,
Thu 11 Jan 2024 08:34:34 AM PST,99,74.812,4.375,70,5,
Thu 11 Jan 2024 08:34:44 AM PST,99,75.125,4.375,70,5,
Thu 11 Jan 2024 08:34:54 AM PST,99,75.437,4.375,70,5,
Thu 11 Jan 2024 08:35:04 AM PST,99,75.750,4.437,70,5,
Thu 11 Jan 2024 08:35:14 AM PST,99,76.062,4.375,70,5,
Thu 11 Jan 2024 08:35:24 AM PST,99,76.312,4.375,70,5,
Thu 11 Jan 2024 08:35:34 AM PST,99,76.562,4.437,70,5,
Thu 11 Jan 2024 08:35:44 AM PST,99,76.812,4.375,70,5,
Thu 11 Jan 2024 08:35:54 AM PST,99,77.062,4.375,70,5,
Thu 11 Jan 2024 08:36:04 AM PST,99,77.250,4.375,70,5,
Thu 11 Jan 2024 08:36:14 AM PST,99,77.437,4.375,70,5,
Thu 11 Jan 2024 08:36:24 AM PST,99,77.625,4.375,70,5,
Thu 11 Jan 2024 08:36:34 AM PST,99,77.812,4.375,70,5,
Thu 11 Jan 2024 08:36:44 AM PST,99,78.000,4.375,70,5,
Thu 11 Jan 2024 08:36:54 AM PST,99,78.187,4.375,70,5,
Thu 11 Jan 2024 08:37:04 AM PST,99,78.375,4.375,70,5,
Thu 11 Jan 2024 08:37:14 AM PST,99,78.500,4.375,70,5,
Thu 11 Jan 2024 08:37:24 AM PST,99,78.687,4.437,70,5,
Thu 11 Jan 2024 08:37:34 AM PST,99,78.812,4.437,70,5,
Thu 11 Jan 2024 08:37:44 AM PST,99,78.937,4.437,70,5,
Thu 11 Jan 2024 08:37:54 AM PST,99,79.062,4.375,70,5,
Thu 11 Jan 2024 08:38:04 AM PST,99,79.187,4.375,70,5,
Thu 11 Jan 2024 08:38:14 AM PST,99,79.312,4.437,70,5,
Thu 11 Jan 2024 08:38:24 AM PST,99,79.437,4.437,70,5,
Thu 11 Jan 2024 08:38:34 AM PST,99,79.562,4.375,70,5,
Thu 11 Jan 2024 08:38:44 AM PST,99,79.625,4.437,70,5,
Thu 11 Jan 2024 08:38:54 AM PST,99,79.750,4.437,70,5,
Thu 11 Jan 2024 08:39:04 AM PST,99,79.875,4.437,70,5,
Thu 11 Jan 2024 08:39:14 AM PST,99,80.000,4.437,70,5,
Thu 11 Jan 2024 08:39:24 AM PST,99,80.125,4.437,70,5,
Thu 11 Jan 2024 08:39:34 AM PST,99,80.250,4.500,70,5,
Thu 11 Jan 2024 08:39:44 AM PST,99,80.437,4.625,70,5,
Thu 11 Jan 2024 08:39:54 AM PST,99,80.687,6.875,70,5,
Thu 11 Jan 2024 08:40:04 AM PST,99,80.875,17.187,70,5,
Thu 11 Jan 2024 08:40:14 AM PST,97.490,81.187,33.812,70,5,
Thu 11 Jan 2024 08:40:24 AM PST,86.896,81.437,47.312,70,5,
Thu 11 Jan 2024 08:40:34 AM PST,77.177,81.687,54.625,70,5,
Thu 11 Jan 2024 08:40:44 AM PST,72.426,81.937,58.687,70,5,
Thu 11 Jan 2024 08:40:54 AM PST,70.249,82.187,61.187,70,5,
Thu 11 Jan 2024 08:41:04 AM PST,69.217,82.437,62.625,70,5,
Thu 11 Jan 2024 08:41:14 AM PST,69.008,82.625,62.625,70,5,
Thu 11 Jan 2024 08:41:24 AM PST,70.237,82.812,63.000,70,5,
Thu 11 Jan 2024 08:41:34 AM PST,71.028,83.000,63.375,70,5,
Thu 11 Jan 2024 08:41:44 AM PST,71.757,83.125,63.625,70,5,
Thu 11 Jan 2024 08:41:54 AM PST,72.569,83.250,63.875,70,5,
Thu 11 Jan 2024 08:42:04 AM PST,73.339,83.437,64.375,70,5,
Thu 11 Jan 2024 08:42:14 AM PST,73.776,83.500,64.875,70,5,
Thu 11 Jan 2024 08:42:24 AM PST,74.130,83.625,65.250,70,5,
Thu 11 Jan 2024 08:42:34 AM PST,74.546,83.750,65.687,70,5,
Thu 11 Jan 2024 08:42:44 AM PST,74.827,83.875,66.062,70,5,
Thu 11 Jan 2024 08:42:54 AM PST,75.108,83.937,66.437,70,5,
Thu 11 Jan 2024 08:43:04 AM PST,75.326,84.000,66.687,70,5,
Thu 11 Jan 2024 08:43:14 AM PST,75.628,84.125,67.000,70,5,
Thu 11 Jan 2024 08:43:24 AM PST,75.815,84.187,67.312,70,5,
Thu 11 Jan 2024 08:43:34 AM PST,75.951,84.250,67.562,70,5,
Thu 11 Jan 2024 08:43:44 AM PST,76.107,84.375,67.812,70,5,
Thu 11 Jan 2024 08:43:54 AM PST,76.221,84.437,68.062,70,5,
Thu 11 Jan 2024 08:44:04 AM PST,76.294,84.500,68.250,70,5,
Thu 11 Jan 2024 08:44:14 AM PST,76.397,84.562,68.500,70,5,
Thu 11 Jan 2024 08:44:24 AM PST,76.397,84.562,68.625,70,5,
Thu 11 Jan 2024 08:44:34 AM PST,76.501,84.625,68.812,70,5,
Thu 11 Jan 2024 08:44:44 AM PST,76.512,84.687,69.000,70,5,
Thu 11 Jan 2024 08:44:54 AM PST,76.490,84.750,69.187,70,5,
Thu 11 Jan 2024 08:45:04 AM PST,76.438,84.750,69.312,70,5,
Thu 11 Jan 2024 08:45:14 AM PST,76.427,84.812,69.437,70,5,
Thu 11 Jan 2024 08:45:24 AM PST,76.395,84.875,69.562,70,5,
Thu 11 Jan 2024 08:45:34 AM PST,76.343,84.875,69.750,70,5,
Thu 11 Jan 2024 08:45:44 AM PST,76.196,84.937,69.812,70,5,
Thu 11 Jan 2024 08:45:54 AM PST,76.165,84.937,69.937,70,5,
Thu 11 Jan 2024 08:46:04 AM PST,76.050,85.000,70.000,70,5,
Thu 11 Jan 2024 08:46:14 AM PST,75.987,85.000,70.125,70,5,
Thu 11 Jan 2024 08:46:24 AM PST,75.842,85.062,70.187,70,5,
Thu 11 Jan 2024 08:46:34 AM PST,75.749,85.062,70.312,70,5,
Thu 11 Jan 2024 08:46:44 AM PST,75.572,85.062,70.375,70,5,
Thu 11 Jan 2024 08:46:54 AM PST,75.447,85.125,70.437,70,5,
Thu 11 Jan 2024 08:47:04 AM PST,75.313,85.125,70.500,70,5,
Thu 11 Jan 2024 08:47:14 AM PST,75.167,85.125,70.562,70,5,
Thu 11 Jan 2024 08:47:24 AM PST,75.012,85.187,70.625,70,5,
Thu 11 Jan 2024 08:47:34 AM PST,74.845,85.187,70.687,70,5,
Thu 11 Jan 2024 08:47:44 AM PST,74.669,85.187,70.750,70,5,
Thu 11 Jan 2024 08:47:54 AM PST,74.481,85.187,70.812,70,5,
Thu 11 Jan 2024 08:48:04 AM PST,74.284,85.187,70.875,70,5,
Thu 11 Jan 2024 08:48:14 AM PST,74.076,85.187,70.875,70,5,
Thu 11 Jan 2024 08:48:24 AM PST,73.931,85.250,70.937,70,5,
Thu 11 Jan 2024 08:48:34 AM PST,73.713,85.250,70.937,70,5,
Thu 11 Jan 2024 08:48:44 AM PST,73.557,85.250,71.000,70,5,
Thu 11 Jan 2024 08:48:54 AM PST,73.328,85.250,71.062,70,5,
Thu 11 Jan 2024 08:49:04 AM PST,73.089,85.250,71.062,70,5,
Thu 11 Jan 2024 08:49:14 AM PST,72.912,85.250,71.125,70,5,
Thu 11 Jan 2024 08:49:24 AM PST,72.662,85.312,71.125,70,5,
Thu 11 Jan 2024 08:49:34 AM PST,72.475,85.250,71.187,70,5,
Thu 11 Jan 2024 08:49:44 AM PST,72.216,85.312,71.187,70,5,
Thu 11 Jan 2024 08:49:54 AM PST,72.019,85.312,71.187,70,5,
Thu 11 Jan 2024 08:50:04 AM PST,71.822,85.312,71.250,70,5,
Thu 11 Jan 2024 08:50:14 AM PST,71.551,85.312,71.250,70,5,
Thu 11 Jan 2024 08:50:24 AM PST,71.343,85.312,71.250,70,5,
Thu 11 Jan 2024 08:50:34 AM PST,71.135,85.312,71.312,70,5,
Thu 11 Jan 2024 08:50:44 AM PST,70.855,85.312,71.312,70,5,
Thu 11 Jan 2024 08:50:54 AM PST,70.637,85.375,71.312,70,5,
Thu 11 Jan 2024 08:51:04 AM PST,70.419,85.375,71.375,70,5,
Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 08:51:19 AM PST,38,85.375,71.375,70,5,
Thu 11 Jan 2024 08:51:30 AM PST,1,85.375,70.875,70,5,
Thu 11 Jan 2024 08:51:40 AM PST,1.355,85.375,69.187,70,5,
Thu 11 Jan 2024 08:51:50 AM PST,3.178,85.312,67.375,70,5,
Thu 11 Jan 2024 08:52:00 AM PST,5.427,85.312,66.062,70,5,
Thu 11 Jan 2024 08:52:10 AM PST,7.396,85.250,63.562,70,5,
Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 08:52:22 AM PST,38,85.187,60.750,70,5,
Thu 11 Jan 2024 08:52:33 AM PST,1,85.125,58.625,70,5,
Thu 11 Jan 2024 08:52:43 AM PST,5.020,85.125,56.937,70,5,
Thu 11 Jan 2024 08:52:53 AM PST,8.885,85.062,55.437,70,5,
Thu 11 Jan 2024 08:53:03 AM PST,12.812,85.000,54.187,70,5,
Thu 11 Jan 2024 08:53:13 AM PST,16.697,84.937,53.000,70,5,
Thu 11 Jan 2024 08:53:23 AM PST,20.717,84.875,51.937,70,5,
Thu 11 Jan 2024 08:53:33 AM PST,24.790,84.812,50.937,70,5,
Thu 11 Jan 2024 08:53:43 AM PST,28.967,84.687,50.000,70,5,
Thu 11 Jan 2024 08:53:53 AM PST,33.237,84.625,49.375,70,5,
Thu 11 Jan 2024 08:54:03 AM PST,37.299,84.562,48.687,70,5,
Thu 11 Jan 2024 08:54:13 AM PST,41.539,84.500,48.187,70,5,
Thu 11 Jan 2024 08:54:23 AM PST,45.674,84.375,47.750,70,5,
Thu 11 Jan 2024 08:54:33 AM PST,49.819,84.312,47.250,70,5,
Thu 11 Jan 2024 08:54:43 AM PST,54.110,84.312,46.812,70,5,
Thu 11 Jan 2024 08:54:53 AM PST,58.412,84.250,46.250,70,5,
Thu 11 Jan 2024 08:55:03 AM PST,62.932,84.250,45.875,70,5,
Thu 11 Jan 2024 08:55:13 AM PST,67.327,84.187,45.437,70,5,
Thu 11 Jan 2024 08:55:23 AM PST,71.858,84.250,44.875,70,5,
Thu 11 Jan 2024 08:55:33 AM PST,76.607,84.250,44.375,70,5,
Thu 11 Jan 2024 08:55:43 AM PST,81.377,84.250,46.187,70,5,
Thu 11 Jan 2024 08:55:53 AM PST,83.533,84.312,57.312,70,5,
Thu 11 Jan 2024 08:56:03 AM PST,74.522,84.312,63.187,70,5,
Thu 11 Jan 2024 08:56:13 AM PST,69.782,84.375,65.750,70,5,
Thu 11 Jan 2024 08:56:23 AM PST,67.927,84.375,67.062,70,5,
Thu 11 Jan 2024 08:56:33 AM PST,67.104,84.437,67.687,70,5,
Thu 11 Jan 2024 08:56:43 AM PST,66.864,84.500,68.187,70,5,
Thu 11 Jan 2024 08:56:53 AM PST,66.666,84.562,68.437,70,5,
Thu 11 Jan 2024 08:57:03 AM PST,66.676,84.625,68.750,70,5,
Thu 11 Jan 2024 08:57:13 AM PST,66.571,84.625,69.000,70,5,
Thu 11 Jan 2024 08:57:23 AM PST,66.487,84.687,69.187,70,5,
Thu 11 Jan 2024 08:57:33 AM PST,66.435,84.687,69.437,70,5,
Thu 11 Jan 2024 08:57:43 AM PST,66.278,84.750,69.562,70,5,
Thu 11 Jan 2024 08:57:53 AM PST,66.226,84.812,69.750,70,5,
Thu 11 Jan 2024 08:58:03 AM PST,66.079,84.812,69.812,70,5,
Thu 11 Jan 2024 08:58:13 AM PST,66.048,84.875,69.937,70,5,
Thu 11 Jan 2024 08:58:23 AM PST,65.933,84.875,70.062,70,5,
Thu 11 Jan 2024 08:58:33 AM PST,65.798,84.937,70.062,70,5,
Thu 11 Jan 2024 08:58:43 AM PST,65.788,84.937,70.187,70,5,
Thu 11 Jan 2024 08:58:53 AM PST,65.632,85.000,70.312,70,5,
Thu 11 Jan 2024 08:59:03 AM PST,65.455,85.000,70.375,70,5,
Thu 11 Jan 2024 08:59:13 AM PST,65.330,85.062,70.437,70,5,
Thu 11 Jan 2024 08:59:23 AM PST,65.196,85.062,70.500,70,5,
Thu 11 Jan 2024 08:59:33 AM PST,65.050,85.062,70.625,70,5,
Thu 11 Jan 2024 08:59:43 AM PST,64.821,85.125,70.625,70,5,
Thu 11 Jan 2024 08:59:53 AM PST,64.717,85.125,70.750,70,5,
Thu 11 Jan 2024 09:00:03 AM PST,64.467,85.125,70.750,70,5,
Thu 11 Jan 2024 09:00:13 AM PST,64.342,85.187,70.812,70,5,
Thu 11 Jan 2024 09:00:23 AM PST,64.145,85.187,70.875,70,5,
Thu 11 Jan 2024 09:00:33 AM PST,63.937,85.187,70.875,70,5,
Thu 11 Jan 2024 09:00:43 AM PST,63.792,85.187,70.937,70,5,
Thu 11 Jan 2024 09:00:53 AM PST,63.574,85.250,71.000,70,5,
Thu 11 Jan 2024 09:01:03 AM PST,63.345,85.250,71.000,70,5,
Thu 11 Jan 2024 09:01:13 AM PST,63.179,85.250,71.062,70,5,
Thu 11 Jan 2024 09:01:23 AM PST,62.940,85.250,71.125,70,5,
Thu 11 Jan 2024 09:01:33 AM PST,62.690,85.250,71.125,70,5,
Thu 11 Jan 2024 09:01:43 AM PST,62.503,85.312,71.125,70,5,
Thu 11 Jan 2024 09:01:53 AM PST,62.316,85.312,71.187,70,5,
Thu 11 Jan 2024 09:02:03 AM PST,62.057,85.312,71.187,70,5,
Thu 11 Jan 2024 09:02:13 AM PST,61.860,85.312,71.250,70,5,
Thu 11 Jan 2024 09:02:23 AM PST,61.589,85.312,71.250,70,5,
Thu 11 Jan 2024 09:02:33 AM PST,61.381,85.312,71.250,70,5,
Thu 11 Jan 2024 09:02:43 AM PST,61.173,85.312,71.250,70,5,
Thu 11 Jan 2024 09:02:53 AM PST,60.965,85.375,71.312,70,5,
Thu 11 Jan 2024 09:03:03 AM PST,60.685,85.375,71.312,70,5,
Thu 11 Jan 2024 09:03:14 AM PST,60.467,85.375,71.375,70,5,
Thu 11 Jan 2024 09:03:24 AM PST,60.175,85.375,71.375,70,5,
Thu 11 Jan 2024 09:03:34 AM PST,59.946,85.375,71.437,70,5,
Thu 11 Jan 2024 09:03:44 AM PST,59.645,85.312,71.375,70,5,
Thu 11 Jan 2024 09:03:54 AM PST,59.478,85.375,71.437,70,5,
Thu 11 Jan 2024 09:04:04 AM PST,59.177,85.375,71.437,70,5,
Thu 11 Jan 2024 09:04:14 AM PST,58.938,85.375,71.437,70,5,
Thu 11 Jan 2024 09:04:24 AM PST,58.699,85.375,71.437,70,5,
Thu 11 Jan 2024 09:04:34 AM PST,58.460,85.375,71.437,70,5,
Thu 11 Jan 2024 09:04:44 AM PST,58.221,85.375,71.437,70,5,
Thu 11 Jan 2024 09:04:54 AM PST,57.982,85.375,71.437,70,5,
Thu 11 Jan 2024 09:05:04 AM PST,57.743,85.437,71.500,70,5,
Thu 11 Jan 2024 09:05:14 AM PST,57.430,85.437,71.500,70,5,
Thu 11 Jan 2024 09:05:24 AM PST,57.180,85.437,71.500,70,5,
Thu 11 Jan 2024 09:05:34 AM PST,56.930,85.437,71.500,70,5,
Thu 11 Jan 2024 09:05:44 AM PST,56.680,85.375,71.500,70,5,
Thu 11 Jan 2024 09:05:54 AM PST,56.430,85.375,71.500,70,6,0
Thu 11 Jan 2024 09:06:04 AM PST,56.180,85.437,71.500,70,6,
Thu 11 Jan 2024 09:06:14 AM PST,55.930,85.437,71.500,70,6,
Thu 11 Jan 2024 09:06:24 AM PST,55.680,85.375,71.500,70,6,
Thu 11 Jan 2024 09:06:34 AM PST,55.430,85.437,71.562,70,6,
Thu 11 Jan 2024 09:06:44 AM PST,55.108,85.437,71.500,70,6,
Thu 11 Jan 2024 09:06:54 AM PST,54.920,85.375,71.562,70,6,
Thu 11 Jan 2024 09:07:04 AM PST,54.598,85.375,71.562,70,6,
Thu 11 Jan 2024 09:07:14 AM PST,54.338,85.375,71.500,70,6,
Thu 11 Jan 2024 09:07:24 AM PST,54.150,85.437,71.562,70,6,
Thu 11 Jan 2024 09:07:34 AM PST,53.828,85.375,71.562,70,6,
Thu 11 Jan 2024 09:07:44 AM PST,53.568,85.437,71.562,70,6,
Thu 11 Jan 2024 09:07:54 AM PST,53.308,85.375,71.500,70,6,
Thu 11 Jan 2024 09:08:04 AM PST,53.120,85.375,71.562,70,6,
Thu 11 Jan 2024 09:08:14 AM PST,52.798,85.375,71.562,70,6,
Thu 11 Jan 2024 09:08:24 AM PST,52.538,85.375,71.500,70,6,
Thu 11 Jan 2024 09:08:34 AM PST,52.350,85.437,71.562,70,6,
Thu 11 Jan 2024 09:08:44 AM PST,52.028,85.375,71.500,70,6,
Thu 11 Jan 2024 09:08:54 AM PST,51.840,85.375,71.562,70,6,
Thu 11 Jan 2024 09:09:04 AM PST,51.518,85.375,71.500,70,6,
Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 09:09:14 AM PST,38,85.375,71.500,70,5,
Thu 11 Jan 2024 09:09:25 AM PST,1,85.375,71.500,70,5,
Thu 11 Jan 2024 09:09:35 AM PST,.500,85.375,70.312,70,5,
Thu 11 Jan 2024 09:09:45 AM PST,1.584,85.375,68.562,70,5,
Thu 11 Jan 2024 09:09:55 AM PST,3.813,85.312,66.750,70,5,
Thu 11 Jan 2024 09:10:05 AM PST,6.708,85.312,65.250,70,5,
